ElapsedTime,Unix,VBUS,IBUS,DP,DM,CC1,CC2,TEMP,CHARGE,ENERGY,PWR
0:00:00.000, 0.000,12.030935,0.814291,0.038,0.047,0.003,1.587,34.5,4.5238389e-06,5.4426011e-05,9.7966821
0:00:00.020, 0.020,12.028767,0.708267,0.035,0.049,0.002,1.586,34.5,8.4586556e-06,0.000101757,8.5195787
0:00:00.040, 0.040,12.027439,0.739124,0.035,0.051,0.002,1.588,34.5,1.25649e-05,0.0001511446,8.8897688
0:00:00.060, 0.060,11.999295,0.579323,0.034,0.046,0.003,1.587,34.5,1.5783361e-05,0.00018976386,6.9514676
0:00:00.080, 0.080,11.960447,0.741905,0.034,0.049,0.002,1.588,34.5,1.9905056e-05,0.00023906117,8.8735154
0:00:00.100, 0.100,11.963162,0.600423,0.03,0.044,0.003,1.591,34.5,2.3240739e-05,0.00027896648,7.1829576
0:00:00.120, 0.120,11.965232,0.730542,0.034,0.036,0.001,1.587,34.5,2.7299306e-05,0.00032752817,8.7411045
0:00:00.140, 0.140,12.033025,0.681734,0.043,0.048,0.003,1.588,34.5,3.1086717e-05,0.00037310218,8.2033223
0:00:00.160, 0.160,11.970974,0.731029,0.034,0.055,0.002,1.589,34.5,3.5147989e-05,0.00042171957,8.7511292
0:00:00.180, 0.180,11.973591,0.62492,0.036,0.054,0.003,1.589,34.5,3.8619767e-05,0.00046328921,7.4825365
0:00:00.200, 0.200,11.98658,0.70028,0.028,0.046,0.001,1.587,34.5,4.2510211e-05,0.00050992233,8.3939622
0:00:00.220, 0.220,12.034998,0.669015,0.029,0.045,0.005,1.589,34.5,4.6226961e-05,0.00055465341,8.0515942
0:00:00.240, 0.240,11.990779,0.613158,0.033,0.048,0.002,1.588,34.5,4.9633394e-05,0.0005954992,7.3522421
0:00:00.260, 0.260,11.973259,0.632971,0.037,0.054,0.003,1.587,34.5,5.31499e-05,0.00063760323,7.5787257
0:00:00.280, 0.280,12.022673,0.813349,0.035,0.048,0.002,1.589,34.5,5.7668506e-05,0.00069192894,9.7786291
0:00:00.300, 0.300,12.034627,0.66434,0.037,0.053,0.002,1.587,34.5,6.1359283e-05,0.00073634608,7.9950841
0:00:00.320, 0.320,12.033572,0.719992,0.036,0.044,0.003,1.588,34.5,6.5359239e-05,0.00078447983,8.6640756
0:00:00.340, 0.340,11.96863,0.669454,0.044,0.055,0.001,1.588,34.5,6.9078428e-05,0.00082899342,8.0124472
0:00:00.360, 0.360,11.970584,0.722776,0.034,0.051,0.003,1.587,34.5,7.309385e-05,0.00087706037,8.6520508
0:00:00.380, 0.380,11.973084,0.587519,0.031,0.048,0.004,1.59,34.5,7.6357844e-05,0.00091614044,7.0344143
0:00:00.400, 0.400,12.012908,0.774637,0.014,0.03,0.002,1.588,34.5,8.0661383e-05,0.00096783846,9.305643
0:00:00.420, 0.420,11.989353,0.60555,0.034,0.051,0.003,1.587,34.5,8.402555e-05,0.0010081726,7.2601527
0:00:00.440, 0.440,11.995798,0.716845,0.044,0.058,0.004,1.588,34.5,8.8008022e-05,0.0010559456,8.5991278
0:00:00.460, 0.460,12.001834,0.568672,0.035,0.048,0.003,1.587,34.5,9.1167311e-05,0.0010938628,6.8251069
0:00:00.480, 0.480,11.990271,0.739458,0.033,0.048,0.003,1.587,34.5,9.5275411e-05,0.00114312,8.8663018
0:00:00.500, 0.500,11.991873,0.558022,0.036,0.048,0.002,1.587,34.5,9.8375533e-05,0.0011802963,6.691729
0:00:00.520, 0.520,11.990798,0.62976,0.041,0.055,0.003,1.585,34.5,0.0001018742,0.0012222481,7.5513249
0:00:00.540, 0.540,11.991795,0.707337,0.03,0.059,0.003,1.589,34.5,0.00010580385,0.0012693717,8.4822403
0:00:00.560, 0.560,11.992791,0.591986,0.021,0.034,0.002,1.588,34.5,0.00010909266,0.0013088137,7.0995644
0:00:00.580, 0.580,11.991209,0.644229,0.028,0.046,0.004,1.591,34.5,0.00011267171,0.0013517308,7.7250846
