ElapsedTime,Unix,VBUS,IBUS,DP,DM,CC1,CC2,TEMP,CHARGE,ENERGY,PWR,,,,
00:13.1,13.06,11.989373,0.814335,0.033,0.046,0.003,1.589,35.523438,0.003017928,0.036167016,9.7633661,,,,
00:13.1,13.08,11.98742,1.020095,0.033,0.046,0.003,1.589,35.523438,0.003023595,0.036234951,12.228307,,,,
00:13.1,13.1,11.985916,1.035614,0.032,0.047,0.004,1.59,35.523438,0.003029348,0.036303911,12.412782,,,,
00:13.1,13.12,11.98492,0.98869,0.031,0.048,0.003,1.589,35.523438,0.003034841,0.036369741,11.849371,,,,
00:13.1,13.14,12.006091,0.76725,0.033,0.05,0.002,1.589,35.523438,0.003039103,0.036420917,9.2116733,,,,
00:13.2,13.16,12.054509,0.500853,0.033,0.045,0.001,1.589,35.523438,0.003041886,0.036454459,6.037537,,,,
00:13.2,13.18,12.052302,0.491116,0.033,0.044,0.003,1.588,35.523438,0.003044614,0.036487343,5.9190783,,,,
00:13.2,13.2,12.049529,0.491305,0.032,0.045,0.003,1.588,35.523438,0.003047344,0.036520231,5.9199938,,,,
00:13.2,13.22,12.046834,0.491478,0.032,0.048,0.003,1.589,35.523438,0.003050074,0.036553125,5.9207539,,,,
00:13.2,13.24,12.044275,0.491643,0.033,0.049,0.003,1.587,35.523438,0.003052806,0.036586022,5.9214835,,,,
00:13.3,13.26,12.041951,0.491929,0.033,0.049,0.002,1.587,35.523438,0.003055539,0.036618932,5.9237849,,,,
00:13.3,13.28,11.980974,0.80263,0.033,0.048,0.004,1.589,35.523438,0.003059998,0.036672355,9.6162892,,,,
00:13.3,13.3,11.92283,1.026155,0.033,0.046,0.004,1.589,35.523438,0.003065698,0.036740326,12.234672,,,,
00:13.3,13.32,11.925642,1.033655,0.033,0.046,0.003,1.59,35.523438,0.003071441,0.036808809,12.326999,,,,
00:13.3,13.34,11.928904,1.04091,0.033,0.045,0.004,1.588,35.523438,0.003077224,0.036877792,12.416915,,,,
00:13.4,13.36,11.938611,1.0399,0.033,0.05,0.003,1.589,35.523438,0.003083001,0.036946764,12.414962,,,,
00:13.4,13.38,11.99949,0.953974,0.031,0.047,0.003,1.588,35.523438,0.003088301,0.03701036,11.447201,,,,
00:13.4,13.4,11.99824,0.953567,0.031,0.047,0.003,1.588,35.523438,0.003093598,0.037073921,11.441126,,,,
00:13.4,13.42,11.996892,0.953398,0.035,0.047,0.003,1.589,35.523438,0.003098895,0.037137465,11.437813,,,,
00:13.4,13.44,11.995447,0.962991,0.032,0.046,0.005,1.589,35.523438,0.003104245,0.03720164,11.551508,,,,
00:13.5,13.46,11.994119,0.953233,0.032,0.048,0.003,1.588,35.523438,0.003109541,0.037265158,11.43319,,,,
00:13.5,13.48,11.994412,0.777804,0.032,0.047,0.003,1.588,35.523438,0.003113862,0.037316987,9.3293016,,,,
00:13.5,13.5,11.996892,0.548184,0.033,0.049,0.002,1.587,35.523438,0.003116907,0.037353523,6.5765042,,,,
00:13.5,13.52,11.99906,0.457116,0.033,0.047,0.002,1.587,35.523438,0.003119447,0.037383995,5.4849623,,,,
00:13.5,13.54,12.000213,0.558855,0.033,0.045,0.003,1.589,35.523438,0.003122552,0.037421253,6.706379,,,,
00:13.6,13.56,11.998103,0.813064,0.032,0.046,0.003,1.588,35.523438,0.003127069,0.037475448,9.7552256,,,,
00:13.6,13.58,11.996521,0.877712,0.032,0.048,0.003,1.589,35.523438,0.003131945,0.037533946,10.52949,,,,
00:13.6,13.6,11.99447,0.955985,0.033,0.047,0.004,1.589,35.523438,0.003137256,0.037597649,11.466533,,,,
00:13.6,13.62,11.993357,0.940595,0.034,0.051,0.004,1.59,35.523438,0.003142481,0.03766032,11.280892,,,,
00:13.6,13.64,11.992771,0.88782,0.033,0.047,0.003,1.59,35.523438,0.003147414,0.037719473,10.647422,,,,
00:13.7,13.66,11.992341,0.85141,0.032,0.044,0.004,1.589,35.523438,0.003152144,0.037776197,10.210399,,,,
00:13.7,13.68,11.991795,0.903516,0.032,0.048,0.004,1.591,35.523438,0.003157163,0.03783639,10.834779,,,,
00:13.7,13.7,11.990388,1.000697,0.033,0.048,0.004,1.589,35.523438,0.003162723,0.03790305,11.998745,,,,
00:13.7,13.72,11.989373,0.900853,0.031,0.048,0.003,1.589,35.523438,0.003167728,0.037963054,10.800663,,,,
00:13.7,13.74,11.988689,0.918098,0.033,0.049,0.004,1.588,35.523438,0.003172828,0.038024202,11.006791,,,,
00:13.8,13.76,11.987869,0.904446,0.03,0.044,0.004,1.589,35.523438,0.003177853,0.038084438,10.84238,,,,
00:13.8,13.78,11.986834,1.003823,0.031,0.044,0.004,1.589,35.523438,0.00318343,0.038151286,12.03266,,,,
00:13.8,13.8,11.986248,0.97105,0.033,0.048,0.003,1.59,35.523438,0.003188824,0.038215948,11.639246,,,,
00:13.8,13.82,11.986033,0.921265,0.033,0.048,0.004,1.588,35.523438,0.003193942,0.038277295,11.042313,,,,
00:13.8,13.84,11.987029,0.779816,0.033,0.05,0.003,1.589,35.523438,0.003198275,0.038329226,9.347677,,,,
00:13.9,13.86,11.988357,0.697902,0.031,0.044,0.004,1.59,35.523438,0.003202152,0.038375708,8.3666983,,,,
00:13.9,13.88,11.986599,1.050112,0.033,0.045,0.004,1.589,35.523438,0.003207986,0.038445637,12.587271,,,,
00:13.9,13.9,11.984568,1.049717,0.032,0.046,0.004,1.589,35.539063,0.003213818,0.038515528,12.580405,,,,
00:13.9,13.92,11.983435,0.991418,0.032,0.046,0.004,1.59,35.539063,0.003219326,0.038581532,11.880593,,,,
00:13.9,13.94,12.000017,0.928858,0.033,0.048,0.003,1.587,35.539063,0.003224486,0.038643455,11.146312,,,,
00:14.0,13.96,12.065779,0.490721,0.032,0.047,0.002,1.586,35.539063,0.003227212,0.03867635,5.9209311,,,,
00:14.0,13.98,12.062849,0.491007,0.03,0.047,0.002,1.588,35.539063,0.00322994,0.038709255,5.9229433,,,,
00:14.0,14,12.059275,0.491325,0.033,0.048,0.003,1.588,35.539063,0.00323267,0.038742172,5.9250233,,,,
00:14.0,14.02,12.055759,0.491627,0.033,0.047,0.002,1.588,35.539063,0.003235401,0.038775099,5.9269366,,,,
00:14.0,14.04,12.052478,0.491953,0.033,0.046,0.002,1.588,35.539063,0.003238134,0.038808039,5.9292527,,,,
00:14.1,14.06,12.049412,0.492182,0.031,0.045,0.002,1.587,35.539063,0.003240868,0.038840987,5.9305037,,,,
00:14.1,14.08,11.951423,0.889466,0.03,0.047,0.005,1.59,35.539063,0.00324581,0.038900044,10.630384,,,,
00:14.1,14.1,11.911951,1.065011,0.033,0.047,0.005,1.589,35.539063,0.003251726,0.038970524,12.686359,,,,
00:14.1,14.12,11.915408,1.086168,0.032,0.05,0.004,1.589,35.523438,0.003257761,0.039042425,12.942135,,,,
00:14.1,14.14,11.91908,1.088558,0.031,0.047,0.004,1.59,35.523438,0.003263808,0.039114506,12.97461,,,,
00:14.2,14.16,11.994002,0.926818,0.034,0.05,0.003,1.589,35.523438,0.003268957,0.039176263,11.116257,,,,
00:14.2,14.18,11.997361,0.919893,0.032,0.045,0.004,1.589,35.523438,0.003274068,0.039237576,11.036288,,,,
00:14.2,14.2,11.978689,0.938643,0.033,0.044,0.004,1.589,35.523438,0.003279282,0.039300041,11.243713,,,,
00:14.2,14.22,11.978689,0.938812,0.032,0.047,0.004,1.589,35.523438,0.003284498,0.039362517,11.245737,,,,
00:14.2,14.24,11.978611,0.968403,0.032,0.047,0.005,1.588,35.523438,0.003289878,0.039426962,11.600123,,,,
00:14.3,14.26,11.97867,0.968262,0.032,0.045,0.004,1.589,35.523438,0.003295257,0.039491398,11.598491,,,,
00:14.3,14.28,12.00488,0.721786,0.032,0.048,0.002,1.587,35.523438,0.003299267,0.039539537,8.6649543,,,,
00:14.3,14.3,12.043572,0.457538,0.033,0.047,0.002,1.587,35.523438,0.003301809,0.03957015,5.5103918,,,,
00:14.3,14.32,12.001345,0.642467,0.033,0.048,0.003,1.588,35.523438,0.003305378,0.039612986,7.7104681,,,,
00:14.3,14.34,11.960564,0.832233,0.032,0.044,0.003,1.589,35.523438,0.003310002,0.039668286,9.9539761,,,,
00:14.4,14.36,11.961873,0.865653,0.033,0.045,0.004,1.59,35.523438,0.003314811,0.039725813,10.354831,,,,
00:14.4,14.38,11.962322,0.989559,0.031,0.046,0.004,1.588,35.523438,0.003320309,0.039791576,11.837423,,,,
00:14.4,14.4,11.963142,0.961707,0.032,0.047,0.004,1.588,35.523438,0.003325651,0.039855493,11.505037,,,,
00:14.4,14.42,11.96408,0.955277,0.032,0.047,0.004,1.588,35.523438,0.003330959,0.039918988,11.42901,,,,
00:14.4,14.44,11.965252,0.909351,0.031,0.047,0.003,1.588,35.523438,0.00333601,0.039979435,10.880614,,,,
00:14.5,14.46,11.967224,0.873105,0.033,0.05,0.003,1.589,35.523438,0.003340861,0.040037483,10.448643,,,,
00:14.5,14.48,11.969021,0.866249,0.035,0.048,0.003,1.589,35.523438,0.003345674,0.040095084,10.368152,,,,
00:14.5,14.5,11.970173,0.88741,0.034,0.048,0.004,1.589,35.523438,0.003350604,0.040154098,10.622451,,,,
00:14.5,14.52,11.970193,0.998665,0.033,0.046,0.004,1.589,35.523438,0.003356152,0.04022051,11.954213,,,,
00:14.5,14.54,11.970564,0.957349,0.033,0.048,0.003,1.59,35.523438,0.00336147,0.040284177,11.460007,,,,
00:14.6,14.56,11.971287,0.962866,0.033,0.047,0.004,1.589,35.53125,0.00336682,0.040348214,11.526745,,,,
00:14.6,14.58,11.971795,0.956404,0.033,0.046,0.003,1.591,35.53125,0.003372133,0.040411825,11.449873,,,,
00:14.6,14.6,11.972009,0.978888,0.033,0.048,0.003,1.589,35.53125,0.003377571,0.040476932,11.719256,,,,
00:14.6,14.62,11.972517,0.909166,0.033,0.049,0.003,1.588,35.53125,0.003382622,0.040537404,10.885005,,,,
00:14.6,14.64,11.974099,0.94447,0.033,0.045,0.004,1.59,35.53125,0.003387869,0.040600233,11.309177,,,,
00:14.7,14.66,11.972986,1.049729,0.033,0.044,0.005,1.589,35.53125,0.003393701,0.040670057,12.568391,,,,
00:14.7,14.68,11.972673,1.049528,0.033,0.046,0.005,1.589,35.53125,0.003399532,0.040739866,12.565656,,,,
00:14.7,14.7,11.97322,0.956138,0.032,0.047,0.003,1.59,35.53125,0.003404844,0.040803467,11.448051,,,,
00:14.7,14.72,12.029353,0.641759,0.031,0.046,0.003,1.588,35.53125,0.003408409,0.040846355,7.7199456,,,,
00:14.7,14.74,12.064548,0.510039,0.032,0.048,0.003,1.588,35.53125,0.003411243,0.040880541,6.15339,,,,
00:14.8,14.76,12.061267,0.508852,0.031,0.049,0.001,1.588,35.53125,0.003414069,0.040914637,6.1373998,,,,
00:14.8,14.78,12.057771,0.507931,0.033,0.049,0.003,1.589,35.507813,0.003416891,0.040948662,6.1245157,,,,
00:14.8,14.8,12.054314,0.507448,0.033,0.047,0.003,1.589,35.507813,0.00341971,0.040982645,6.1169375,,,,
00:14.8,14.82,12.05115,0.506981,0.032,0.045,0.002,1.587,35.507813,0.003422527,0.041016588,6.1097041,,,,
00:14.8,14.84,12.035877,0.606004,0.032,0.046,0.003,1.589,35.507813,0.003425894,0.041057109,7.2937896,,,,
00:14.9,14.86,11.923845,1.023016,0.031,0.045,0.004,1.588,35.507813,0.003431577,0.041124877,12.198284,,,,
00:14.9,14.88,11.92613,1.042608,0.031,0.048,0.004,1.59,35.507813,0.003437369,0.041193957,12.434279,,,,
00:14.9,14.9,11.92908,1.057906,0.032,0.047,0.005,1.588,35.507813,0.003443247,0.041264067,12.619845,,,,
00:14.9,14.92,11.932009,1.058445,0.031,0.045,0.005,1.589,35.507813,0.003449127,0.04133423,12.629375,,,,
00:14.9,14.94,11.960369,0.977291,0.033,0.047,0.003,1.589,35.507813,0.003454556,0.041399168,11.688761,,,,
00:15.0,14.96,11.998767,0.940848,0.034,0.045,0.004,1.589,35.507813,0.003459783,0.041461885,11.289016,,,,
00:15.0,14.98,11.997537,0.945238,0.031,0.048,0.004,1.589,35.515625,0.003465035,0.041524887,11.340528,,,,
00:15.0,15,11.996248,0.94519,0.031,0.048,0.004,1.589,35.515625,0.003470286,0.04158788,11.338734,,,,
00:15.0,15.02,11.994802,0.945814,0.033,0.049,0.003,1.591,35.515625,0.00347554,0.041650907,11.344852,,,,
00:15.0,15.04,11.993552,0.947041,0.031,0.045,0.003,1.59,35.515625,0.003480801,0.04171401,11.358385,,,,
00:15.1,15.06,12.005896,0.722708,0.033,0.049,0.003,1.588,35.515625,0.003484817,0.041762214,8.6767571,,,,
00:15.1,15.08,12.054236,0.465099,0.032,0.044,0.001,1.588,35.515625,0.0034874,0.04179336,5.6064131,,,,
00:15.1,15.1,12.009314,0.613484,0.033,0.046,0.003,1.589,35.515625,0.003490809,0.041834291,7.367522,,,,
00:15.1,15.12,11.979822,0.825682,0.033,0.046,0.003,1.59,35.515625,0.003495396,0.041889244,9.8915234,,,,
00:15.1,15.14,11.980134,0.81073,0.033,0.05,0.005,1.589,35.515625,0.0034999,0.041943203,9.712654,,,,
00:15.2,15.16,11.980095,0.923575,0.033,0.048,0.003,1.589,35.515625,0.003505031,0.042004673,11.064516,,,,
00:15.2,15.18,11.979705,0.994476,0.033,0.05,0.004,1.59,35.515625,0.003510556,0.042070859,11.913529,,,,
00:15.2,15.2,11.979099,0.997788,0.033,0.049,0.003,1.589,35.523438,0.003516099,0.042137262,11.952601,,,,
00:15.2,15.22,11.97906,0.929493,0.034,0.049,0.003,1.589,35.523438,0.003521263,0.04219912,11.134452,,,,
00:15.2,15.24,11.979744,0.906824,0.033,0.044,0.003,1.589,35.523438,0.003526301,0.042259473,10.863519,,,,
00:15.3,15.26,11.980564,0.871142,0.034,0.048,0.003,1.59,35.523438,0.00353114,0.042317455,10.436772,,,,
00:15.3,15.28,11.981091,0.882464,0.034,0.048,0.003,1.589,35.523438,0.003536043,0.042376194,10.572881,,,,
00:15.3,15.3,11.980486,0.96687,0.033,0.049,0.004,1.589,35.523438,0.003541414,0.042440547,11.583572,,,,
00:15.3,15.32,11.979978,0.961957,0.031,0.048,0.003,1.588,35.515625,0.003546759,0.04250457,11.524224,,,,
00:15.3,15.34,11.97988,0.955957,0.033,0.048,0.003,1.588,35.515625,0.00355207,0.042568194,11.45225,,,,
00:15.4,15.36,11.980134,0.918746,0.033,0.048,0.003,1.59,35.515625,0.003557174,0.042629342,11.0067,,,,
00:15.4,15.38,11.980252,0.891272,0.033,0.047,0.004,1.588,35.515625,0.003562125,0.042688663,10.677663,,,,
00:15.4,15.4,11.980525,0.916585,0.029,0.043,0.004,1.59,35.515625,0.003567217,0.042749669,10.98117,,,,
00:15.4,15.42,11.987888,0.910035,0.041,0.055,0.003,1.589,35.515625,0.003572273,0.042810277,10.909398,,,,
00:15.4,15.44,11.968572,1.01884,0.031,0.045,0.004,1.589,35.515625,0.003577933,0.042878022,12.19406,,,,
00:15.5,15.46,11.948904,1.048559,0.033,0.047,0.005,1.588,35.515625,0.003583759,0.042947628,12.529131,,,,
00:15.5,15.48,11.950369,1.037107,0.032,0.048,0.004,1.589,35.515625,0.00358952,0.043016482,12.393811,,,,
00:15.5,15.5,11.952713,0.937999,0.032,0.049,0.003,1.589,35.515625,0.003594731,0.043078769,11.211633,,,,
00:15.5,15.52,12.040994,0.534258,0.032,0.046,0.001,1.587,35.515625,0.0035977,0.043114508,6.4329974,,,,
00:15.5,15.54,12.060701,0.489559,0.033,0.046,0.002,1.587,35.523438,0.003600419,0.04314731,5.9044247,,,,
00:15.6,15.56,12.057556,0.48986,0.033,0.046,0.003,1.588,35.523438,0.003603141,0.043180124,5.9065144,,,,
00:15.6,15.58,12.054255,0.490106,0.032,0.046,0.003,1.589,35.523438,0.003605864,0.043212946,5.9078627,,,,
00:15.6,15.6,12.051228,0.490383,0.032,0.048,0.003,1.587,35.523438,0.003608588,0.043245778,5.9097173,,,,
00:15.6,15.62,12.048338,0.490585,0.032,0.048,0.002,1.588,35.523438,0.003611313,0.043278615,5.9107339,,,,
00:15.6,15.64,11.987732,0.694518,0.033,0.048,0.005,1.589,35.523438,0.003615172,0.043324869,8.3256957,,,,
00:15.7,15.66,11.948025,1.025064,0.033,0.05,0.004,1.589,35.523438,0.003620867,0.04339291,12.24749,,,,
00:15.7,15.68,11.948787,1.045613,0.032,0.044,0.004,1.589,35.523438,0.003626676,0.043462321,12.493807,,,,
00:15.7,15.7,11.950271,1.013504,0.032,0.044,0.004,1.588,35.523438,0.003632306,0.043529607,12.111647,,,,
00:15.7,15.72,11.952205,1.009907,0.033,0.045,0.004,1.59,35.523438,0.003637917,0.043596666,12.070615,,,,
00:15.7,15.74,11.954216,0.973468,0.032,0.047,0.003,1.59,35.523438,0.003643325,0.043661317,11.637047,,,,
00:15.8,15.76,11.956326,0.948324,0.033,0.048,0.003,1.589,35.515625,0.003648593,0.043724308,11.338471,,,,
00:15.8,15.78,11.958162,0.947882,0.033,0.048,0.004,1.59,35.515625,0.003653859,0.04378728,11.334927,,,,
00:15.8,15.8,11.959724,0.948232,0.032,0.044,0.004,1.588,35.515625,0.003659127,0.043850283,11.340593,,,,
00:15.8,15.82,11.961228,0.948469,0.03,0.046,0.003,1.588,35.515625,0.003664397,0.04391331,11.344854,,,,
00:15.8,15.84,11.962752,0.884263,0.033,0.047,0.003,1.591,35.515625,0.003669309,0.043972078,10.578219,,,,
00:15.9,15.86,12.012634,0.667052,0.032,0.048,0.003,1.587,35.515625,0.003673015,0.044016595,8.0130515,,,,
00:15.9,15.88,12.032888,0.538056,0.034,0.049,0.002,1.587,35.515625,0.003676004,0.044052564,6.4743676,,,,
00:15.9,15.9,12.032224,0.465131,0.032,0.044,0.002,1.587,35.515625,0.003678588,0.044083656,5.5965604,,,,
00:15.9,15.92,11.988709,0.676592,0.033,0.048,0.003,1.589,35.515625,0.003682347,0.044128719,8.1114646,,,,
00:15.9,15.94,11.960486,0.850375,0.032,0.047,0.003,1.589,35.515625,0.003687071,0.044185224,10.170898,,,,
00:16.0,15.96,11.961482,0.954018,0.032,0.05,0.004,1.589,35.515625,0.003692372,0.044248622,11.411469,,,,
00:16.0,15.98,11.961931,1.018799,0.034,0.048,0.004,1.59,35.523438,0.003698032,0.044316326,12.186803,,,,
00:16.0,16,11.962556,0.995381,0.033,0.045,0.003,1.589,35.523438,0.003703561,0.044382478,11.907301,,,,
00:16.0,16.02,11.964021,0.933179,0.032,0.045,0.004,1.59,35.523438,0.003708746,0.044444503,11.164573,,,,
00:16.0,16.04,11.965037,0.897284,0.031,0.046,0.003,1.589,35.523438,0.003713731,0.044504148,10.736036,,,,
00:16.1,16.06,11.966091,0.929051,0.031,0.048,0.004,1.59,35.523438,0.003718892,0.044565909,11.117109,,,,
00:16.1,16.08,11.966091,1.043774,0.031,0.048,0.004,1.589,35.523438,0.003724691,0.044635298,12.489895,,,,
00:16.1,16.1,11.966853,0.932636,0.031,0.044,0.004,1.59,35.523438,0.003729872,0.044697302,11.160718,,,,
00:16.1,16.12,11.96781,0.961136,0.033,0.045,0.004,1.588,35.523438,0.003735212,0.044761206,11.502693,,,,
00:16.1,16.14,11.969431,0.869371,0.033,0.047,0.004,1.589,35.523438,0.003740042,0.044819016,10.405876,,,,
00:16.2,16.16,11.970818,0.876059,0.033,0.047,0.003,1.59,35.523438,0.003744909,0.044877278,10.487143,,,,
00:16.2,16.18,11.972009,0.884758,0.032,0.048,0.004,1.589,35.523438,0.003749824,0.044936124,10.592331,,,,
00:16.2,16.2,11.973025,0.83647,0.033,0.049,0.003,1.588,35.515625,0.003754471,0.044991763,10.015076,,,,
00:16.2,16.22,11.974236,0.86839,0.033,0.048,0.004,1.588,35.515625,0.003759295,0.045049532,10.398307,,,,
00:16.2,16.24,11.975076,0.946485,0.033,0.044,0.003,1.589,35.515625,0.003764554,0.0451125,11.33423,,,,
00:16.3,16.26,11.974119,1.04736,0.033,0.047,0.004,1.589,35.515625,0.003770372,0.045182173,12.541213,,,,
00:16.3,16.28,11.973435,1.047396,0.033,0.045,0.004,1.588,35.515625,0.003776191,0.045251845,12.540928,,,,
00:16.3,16.3,11.973572,0.975911,0.032,0.048,0.004,1.588,35.515625,0.003781613,0.045316762,11.685141,,,,
00:16.3,16.32,12.000681,0.76243,0.033,0.051,0.002,1.588,35.515625,0.003785849,0.045367594,9.1496792,,,,
00:16.3,16.34,12.061228,0.488645,0.033,0.047,0.003,1.586,35.515625,0.003788563,0.045400336,5.8936588,,,,
00:16.4,16.36,12.058338,0.489136,0.032,0.045,0.003,1.587,35.515625,0.003791281,0.045433104,5.8981672,,,,
00:16.4,16.38,12.055134,0.489663,0.033,0.046,0.003,1.587,35.515625,0.003794001,0.045465898,5.9029531,,,,
00:16.4,16.4,12.051912,0.490106,0.032,0.047,0.002,1.587,35.523438,0.003796724,0.045498713,5.9067144,,,,
00:16.4,16.42,12.048943,0.490637,0.032,0.046,0.002,1.588,35.523438,0.00379945,0.045531556,5.9116572,,,,
00:16.4,16.44,12.034255,0.59331,0.033,0.048,0.005,1.588,35.523438,0.003802746,0.045571223,7.1400438,,,,
00:16.5,16.46,11.926697,1.021218,0.033,0.05,0.004,1.59,35.523438,0.003808419,0.045638888,12.179758,,,,
00:16.5,16.48,11.928982,1.033924,0.031,0.046,0.003,1.589,35.523438,0.003814163,0.045707408,12.333661,,,,
00:16.5,16.5,11.931892,1.045078,0.033,0.046,0.004,1.588,35.523438,0.003819969,0.045776685,12.469758,,,,
00:16.5,16.52,11.934607,1.061378,0.033,0.044,0.005,1.589,35.523438,0.003825866,0.045847058,12.667129,,,,
00:16.5,16.54,11.961404,0.977697,0.031,0.044,0.004,1.589,35.523438,0.003831297,0.045912028,11.694629,,,,
00:16.6,16.56,11.997654,0.937903,0.032,0.045,0.004,1.589,35.523438,0.003836508,0.045974543,11.252636,,,,
00:16.6,16.58,11.996521,0.942755,0.033,0.05,0.003,1.589,35.523438,0.003841746,0.046037375,11.30978,,,,
00:16.6,16.6,11.995213,0.942872,0.032,0.049,0.005,1.588,35.523438,0.003846984,0.046100208,11.30995,,,,
00:16.6,16.62,11.993884,0.957285,0.033,0.048,0.004,1.589,35.515625,0.003852302,0.046163994,11.481565,,,,
00:16.6,16.64,11.992654,0.97041,0.034,0.048,0.004,1.589,35.515625,0.003857693,0.046228649,11.637791,,,,
00:16.7,16.66,12.005447,0.68785,0.033,0.046,0.002,1.586,35.515625,0.003861515,0.046274526,8.2579467,,,,
00:16.7,16.68,12.054705,0.468201,0.033,0.045,0.003,1.587,35.515625,0.003864116,0.046305882,5.6440249,,,,
00:16.7,16.7,11.989216,0.681219,0.033,0.047,0.003,1.589,35.515625,0.0038679,0.046351256,8.1672817,,,,
00:16.7,16.72,11.96238,0.809197,0.033,0.046,0.003,1.588,35.515625,0.003872396,0.046405033,9.679922,,,,
00:16.7,16.74,11.963884,0.828611,0.033,0.048,0.003,1.589,35.515625,0.003876999,0.046460107,9.9134059,,,,
00:16.8,16.76,11.964588,0.927441,0.031,0.05,0.004,1.589,35.515625,0.003882152,0.046521754,11.096449,,,,
00:16.8,16.78,11.965173,0.999413,0.033,0.047,0.004,1.589,35.515625,0.003887704,0.046588189,11.958149,,,,
00:16.8,16.8,11.965896,0.97954,0.031,0.047,0.003,1.588,35.515625,0.003893146,0.046653306,11.721074,,,,
00:16.8,16.82,11.967224,0.934929,0.033,0.048,0.003,1.59,35.515625,0.00389834,0.046715464,11.188505,,,,
00:16.8,16.84,11.968787,0.911998,0.032,0.047,0.003,1.585,35.507813,0.003903406,0.046776106,10.91551,,,,
00:16.9,16.86,11.970486,0.882505,0.033,0.044,0.003,1.587,35.507813,0.003908309,0.046834795,10.564014,,,,
00:16.9,16.88,11.971736,0.928145,0.031,0.045,0.004,1.589,35.507813,0.003913466,0.046896525,11.111507,,,,
00:16.9,16.9,11.971775,1.008487,0.033,0.045,0.004,1.589,35.507813,0.003919068,0.0469636,12.073379,,,,
00:16.9,16.92,11.972166,0.934821,0.033,0.048,0.003,1.589,35.507813,0.003924262,0.047025776,11.191832,,,,
00:16.9,16.94,11.973162,0.976357,0.032,0.048,0.004,1.589,35.507813,0.003929686,0.047090721,11.690081,,,,
00:17.0,16.96,11.973396,0.980687,0.033,0.047,0.003,1.592,35.507813,0.003935134,0.047155955,11.742154,,,,
00:17.0,16.98,11.97363,0.989229,0.033,0.05,0.003,1.59,35.507813,0.00394063,0.047221759,11.844662,,,,
00:17.0,17,11.981521,0.889184,0.036,0.051,0.001,1.588,35.507813,0.00394557,0.047280947,10.653777,,,,
00:17.0,17.02,11.966658,1.012048,0.032,0.045,0.004,1.59,35.507813,0.003951192,0.047348229,12.110832,,,,
00:17.0,17.04,11.947205,1.050743,0.033,0.044,0.003,1.59,35.507813,0.00395703,0.047417971,12.553442,,,,
00:17.1,17.06,11.948884,1.040298,0.033,0.044,0.003,1.59,35.53125,0.003962809,0.047487028,12.4304,,,,
00:17.1,17.08,11.951384,0.945809,0.031,0.048,0.004,1.589,35.53125,0.003968064,0.047549827,11.303727,,,,
00:17.1,17.1,12.038416,0.537376,0.033,0.049,0.002,1.588,35.53125,0.003971049,0.047585767,6.4691558,,,,
00:17.1,17.12,12.057947,0.492262,0.033,0.05,0.003,1.59,35.53125,0.003973784,0.047618742,5.9356691,,,,
00:17.1,17.14,12.054978,0.492584,0.033,0.046,0.001,1.587,35.53125,0.003976521,0.047651732,5.9380893,,,,
00:17.2,17.16,12.051892,0.492906,0.031,0.045,0.003,1.586,35.53125,0.003979259,0.047684734,5.9404499,,,,
00:17.2,17.18,12.048904,0.493357,0.033,0.045,0.003,1.588,35.53125,0.003982,0.047717759,5.9444111,,,,
00:17.2,17.2,12.04617,0.493687,0.032,0.047,0.003,1.587,35.53125,0.003984742,0.047750798,5.9470375,,,,
00:17.2,17.22,11.979822,0.760305,0.032,0.049,0.003,1.59,35.53125,0.003988966,0.0478014,9.1083186,,,,
00:17.2,17.24,11.916912,1.0332,0.033,0.048,0.005,1.589,35.53125,0.003994706,0.047869803,12.312553,,,,
00:17.3,17.26,11.920213,1.051653,0.033,0.05,0.004,1.589,35.53125,0.004000549,0.047939447,12.535928,,,,
00:17.3,17.28,11.923767,1.056312,0.03,0.047,0.004,1.59,35.515625,0.004006417,0.04800942,12.595218,,,,
00:17.3,17.3,11.927048,1.057101,0.033,0.045,0.004,1.59,35.515625,0.00401229,0.048079465,12.608094,,,,
00:17.3,17.32,11.996502,0.925619,0.03,0.045,0.004,1.588,35.515625,0.004017432,0.048141155,11.10419,,,,
00:17.3,17.34,12.002732,0.940188,0.033,0.045,0.004,1.588,35.515625,0.004022656,0.048203849,11.284825,,,,
00:17.4,17.36,12.001111,0.940052,0.033,0.048,0.005,1.589,35.515625,0.004027878,0.048266525,11.281668,,,,
00:17.4,17.38,11.999373,0.940373,0.034,0.05,0.004,1.588,35.515625,0.004033103,0.048329213,11.283886,,,,
00:17.4,17.4,11.997713,0.95708,0.034,0.046,0.004,1.589,35.515625,0.00403842,0.048393006,11.482771,,,,
00:17.4,17.42,11.996228,0.915334,0.032,0.048,0.003,1.588,35.515625,0.004043505,0.048454009,10.980555,,,,
00:17.4,17.44,12.031736,0.593587,0.032,0.046,0.002,1.587,35.515625,0.004046803,0.048493686,7.1418821,,,,
00:17.5,17.46,12.048142,0.460013,0.033,0.046,0.002,1.589,35.515625,0.004049358,0.048524477,5.5423019,,,,
00:17.5,17.48,11.992478,0.752487,0.032,0.047,0.003,1.59,35.53125,0.004053539,0.048574611,9.0241838,,,,
00:17.5,17.5,11.990994,0.838465,0.032,0.048,0.004,1.589,35.53125,0.004058197,0.048630467,10.054029,,,,
