ElapsedTime,Unix,VBUS,IBUS,DP,DM,CC1,CC2,TEMP,CHARGE,ENERGY,PWR,,,,
00:57.4,57.42,12.04363,0.495904,0.033,0.046,0.002,1.587,35.84375,0.013411691,0.16072291,5.9724843,,,,
00:57.4,57.44,12.04158,0.496254,0.034,0.048,0.003,1.588,35.84375,0.013414448,0.16075611,5.9756822,,,,
00:57.5,57.46,12.039431,0.496532,0.033,0.045,0.003,1.587,35.84375,0.013417207,0.16078932,5.9779628,,,,
00:57.5,57.48,12.03738,0.496777,0.033,0.045,0.003,1.589,35.84375,0.013419967,0.16082254,5.9798935,,,,
00:57.5,57.5,12.023552,0.606986,0.032,0.045,0.003,1.589,35.84375,0.013423339,0.16086309,7.2981277,,,,
00:57.5,57.52,11.916541,0.967972,0.032,0.046,0.003,1.59,35.84375,0.013428717,0.16092717,11.534878,,,,
00:57.5,57.54,11.919763,0.995132,0.032,0.048,0.004,1.59,35.84375,0.013434245,0.16099307,11.861738,,,,
00:57.6,57.56,11.923377,1.014273,0.033,0.05,0.003,1.59,35.84375,0.01343988,0.16106025,12.093559,,,,
00:57.6,57.58,11.926892,1.029076,0.031,0.047,0.005,1.59,35.84375,0.013445597,0.16112844,12.273678,,,,
00:57.6,57.6,11.930271,1.0427,0.033,0.048,0.005,1.589,35.84375,0.01345139,0.16119755,12.439694,,,,
00:57.6,57.62,11.964216,1.014357,0.032,0.048,0.005,1.589,35.84375,0.013457025,0.16126497,12.135986,,,,
00:57.6,57.64,11.995134,0.94863,0.033,0.051,0.004,1.589,35.84375,0.013462295,0.16132819,11.378944,,,,
00:57.7,57.66,11.994138,0.931851,0.033,0.047,0.003,1.589,35.84375,0.013467472,0.16139028,11.176749,,,,
00:57.7,57.68,11.993416,0.914747,0.032,0.044,0.003,1.59,35.84375,0.013472554,0.16145123,10.970941,,,,
00:57.7,57.7,11.992752,0.895292,0.032,0.045,0.003,1.589,35.84375,0.013477528,0.16151088,10.737015,,,,
00:57.7,57.72,11.993357,0.722861,0.033,0.046,0.003,1.589,35.84375,0.013481544,0.16155905,8.66953,,,,
00:57.7,57.74,11.994021,0.706359,0.033,0.045,0.003,1.587,35.84375,0.013485468,0.16160611,8.4720847,,,,
00:57.8,57.76,11.996013,0.478614,0.033,0.046,0.003,1.588,35.84375,0.013488127,0.16163801,5.7414598,,,,
00:57.8,57.78,11.997966,0.527426,0.032,0.047,0.003,1.589,35.84375,0.013491057,0.16167317,6.3280392,,,,
00:57.8,57.8,11.996658,0.811961,0.032,0.048,0.004,1.589,35.84375,0.013495568,0.16172728,9.7408184,,,,
00:57.8,57.82,11.995252,0.802011,0.032,0.048,0.003,1.59,35.84375,0.013500024,0.16178073,9.6203241,,,,
00:57.8,57.84,11.994119,0.901505,0.031,0.048,0.004,1.588,35.84375,0.013505032,0.1618408,10.812758,,,,
00:57.9,57.86,11.992888,0.921663,0.029,0.047,0.005,1.588,35.84375,0.013510152,0.16190221,11.053401,,,,
00:57.9,57.88,11.991541,0.958219,0.033,0.05,0.004,1.589,35.851563,0.013515476,0.16196604,11.490522,,,,
00:57.9,57.9,11.990271,0.953225,0.032,0.048,0.004,1.589,35.851563,0.013520772,0.16202954,11.429426,,,,
00:57.9,57.92,11.989588,0.951579,0.033,0.051,0.004,1.589,35.851563,0.013526058,0.16209292,11.40904,,,,
00:57.9,57.94,11.989002,0.84838,0.033,0.05,0.003,1.588,35.851563,0.013530771,0.16214943,10.17123,,,,
00:58.0,57.96,11.988904,0.861348,0.033,0.049,0.004,1.589,35.851563,0.013535557,0.1622068,10.326618,,,,
00:58.0,57.98,11.988845,0.891626,0.032,0.045,0.003,1.589,35.851563,0.01354051,0.16226619,10.689566,,,,
00:58.0,58,11.988162,0.98692,0.035,0.051,0.003,1.589,35.851563,0.013545993,0.16233192,11.831357,,,,
00:58.0,58.02,11.986716,0.958484,0.033,0.048,0.003,1.589,35.851563,0.013551318,0.16239575,11.489075,,,,
00:58.0,58.04,11.986013,0.957587,0.032,0.046,0.003,1.59,35.851563,0.013556638,0.16245951,11.47765,,,,
00:58.1,58.06,11.985955,0.938816,0.033,0.048,0.003,1.589,35.851563,0.013561853,0.16252202,11.252606,,,,
00:58.1,58.08,11.985017,0.978144,0.033,0.048,0.003,1.59,35.851563,0.013567288,0.16258715,11.723072,,,,
00:58.1,58.1,11.984802,0.866281,0.035,0.049,0.003,1.589,35.851563,0.0135721,0.16264483,10.382206,,,,
00:58.1,58.12,11.984275,1.032508,0.035,0.047,0.005,1.589,35.851563,0.013577836,0.16271357,12.37386,,,,
00:58.1,58.14,11.982771,1.037401,0.033,0.046,0.005,1.59,35.851563,0.0135836,0.16278264,12.430939,,,,
00:58.2,58.16,11.981873,1.018292,0.033,0.046,0.004,1.589,35.851563,0.013589257,0.16285042,12.201045,,,,
00:58.2,58.18,11.982009,0.95333,0.036,0.052,0.003,1.587,35.851563,0.013594553,0.16291388,11.422809,,,,
00:58.2,58.2,12.046873,0.505327,0.032,0.045,0.003,1.587,35.851563,0.013597361,0.1629477,6.0876102,,,,
00:58.2,58.22,12.052088,0.495663,0.033,0.046,0.002,1.587,35.851563,0.013600114,0.16298089,5.9737741,,,,
00:58.2,58.24,12.04949,0.495819,0.032,0.047,0.001,1.588,35.851563,0.013602869,0.16301408,5.9743661,,,,
00:58.3,58.26,12.046795,0.496045,0.033,0.046,0.002,1.587,35.851563,0.013605625,0.16304728,5.9757524,,,,
00:58.3,58.28,12.044197,0.496294,0.032,0.046,0.002,1.588,35.851563,0.013608382,0.16308048,5.9774627,,,,
00:58.3,58.3,12.041755,0.496487,0.032,0.045,0.003,1.588,35.851563,0.01361114,0.1631137,5.9785748,,,,
00:58.3,58.32,11.95447,0.901847,0.034,0.045,0.004,1.59,35.851563,0.01361615,0.16317359,10.781103,,,,
00:58.3,58.34,11.919529,1.031337,0.033,0.045,0.005,1.589,35.851563,0.01362188,0.16324189,12.293051,,,,
00:58.4,58.36,11.922771,1.046832,0.032,0.044,0.005,1.589,35.851563,0.013627696,0.16331123,12.481138,,,,
00:58.4,58.38,11.926267,1.043509,0.032,0.048,0.005,1.589,35.851563,0.013633493,0.16338037,12.445167,,,,
00:58.4,58.4,11.929607,1.053528,0.032,0.047,0.003,1.589,35.851563,0.013639346,0.16345019,12.568175,,,,
00:58.4,58.42,11.990017,0.947894,0.032,0.05,0.004,1.589,35.851563,0.013644612,0.16351333,11.365265,,,,
00:58.4,58.44,11.989451,0.947785,0.031,0.051,0.004,1.589,35.851563,0.013649877,0.16357646,11.363422,,,,
00:58.5,58.46,11.98867,0.947942,0.031,0.048,0.003,1.59,35.851563,0.013655144,0.1636396,11.364564,,,,
00:58.5,58.48,11.987947,0.948538,0.031,0.046,0.004,1.59,35.851563,0.013660413,0.16370277,11.371023,,,,
00:58.5,58.5,11.987263,0.934245,0.032,0.048,0.003,1.589,35.851563,0.013665604,0.16376499,11.199041,,,,
00:58.5,58.52,11.987693,0.811261,0.033,0.05,0.003,1.587,35.851563,0.013670111,0.16381902,9.7251478,,,,
00:58.5,58.54,11.990271,0.558215,0.032,0.048,0.003,1.588,35.851563,0.013673212,0.1638562,6.6931491,,,,
00:58.6,58.56,11.992869,0.49485,0.032,0.048,0.001,1.589,35.851563,0.013675961,0.16388917,5.9346712,,,,
00:58.6,58.58,11.994959,0.516433,0.033,0.05,0.003,1.589,35.851563,0.01367883,0.16392359,6.1945927,,,,
00:58.6,58.6,11.993826,0.805934,0.033,0.045,0.004,1.589,35.851563,0.013683308,0.16397729,9.6662322,,,,
00:58.6,58.62,11.992283,0.883209,0.032,0.049,0.004,1.59,35.851563,0.013688214,0.16403613,10.591692,,,,
00:58.6,58.64,11.990838,0.948586,0.032,0.048,0.003,1.588,35.851563,0.013693484,0.16409932,11.374341,,,,
00:58.7,58.66,11.990017,0.913704,0.033,0.049,0.004,1.589,35.851563,0.01369856,0.16416018,10.955326,,,,
00:58.7,58.68,11.989392,0.900285,0.033,0.05,0.003,1.586,35.851563,0.013703562,0.16422015,10.79387,,,,
00:58.7,58.7,11.989529,0.83445,0.033,0.048,0.003,1.589,35.851563,0.013708198,0.16427573,10.004662,,,,
00:58.7,58.72,11.989373,0.88479,0.031,0.047,0.003,1.589,35.851563,0.013713113,0.16433466,10.608077,,,,
00:58.7,58.74,11.988357,0.932394,0.033,0.049,0.003,1.589,35.859375,0.013718293,0.16439676,11.177872,,,,
00:58.8,58.76,11.986755,1.044414,0.034,0.048,0.004,1.589,35.859375,0.013724096,0.16446631,12.519135,,,,
00:58.8,58.78,11.985955,0.969211,0.033,0.046,0.004,1.588,35.859375,0.01372948,0.16453085,11.616919,,,,
00:58.8,58.8,11.985427,0.941713,0.031,0.044,0.004,1.59,35.859375,0.013734712,0.16459356,11.286832,,,,
00:58.8,58.82,11.985408,0.919772,0.033,0.045,0.004,1.589,35.859375,0.013739822,0.1646548,11.023843,,,,
00:58.8,58.84,11.985154,0.944015,0.032,0.046,0.005,1.589,35.859375,0.013745066,0.16471766,11.314165,,,,
00:58.9,58.86,11.984627,0.920352,0.033,0.046,0.004,1.589,35.859375,0.013750179,0.16477894,11.030075,,,,
00:58.9,58.88,11.984353,0.894487,0.033,0.046,0.003,1.589,35.859375,0.013755149,0.16483849,10.719848,,,,
00:58.9,58.9,11.985447,0.760003,0.033,0.046,0.002,1.588,35.859375,0.013759371,0.1648891,9.1089757,,,,
00:58.9,58.92,11.986326,0.983371,0.033,0.045,0.005,1.589,35.859375,0.013764834,0.16495458,11.787005,,,,
00:58.9,58.94,11.98449,1.029245,0.03,0.047,0.004,1.59,35.859375,0.013770552,0.16502311,12.334976,,,,
00:59.0,58.96,11.983533,1.00831,0.033,0.048,0.004,1.59,35.859375,0.013776154,0.16509023,12.083116,,,,
00:59.0,58.98,11.99074,0.880807,0.038,0.051,0.002,1.589,35.859375,0.013781047,0.16514891,10.561528,,,,
00:59.0,59,12.057576,0.521137,0.031,0.046,0.003,1.588,35.859375,0.013783942,0.16518382,6.283649,,,,
00:59.0,59.02,12.055388,0.494926,0.033,0.046,0.002,1.587,35.859375,0.013786692,0.16521697,5.966525,,,,
00:59.0,59.04,12.052498,0.495312,0.032,0.048,0.002,1.587,35.859375,0.013789444,0.16525013,5.9697469,,,,
00:59.1,59.06,12.049509,0.495727,0.032,0.048,0.002,1.586,35.859375,0.013792198,0.16528332,5.9732669,,,,
00:59.1,59.08,12.046736,0.495992,0.033,0.048,0.002,1.587,35.859375,0.013794953,0.16531651,5.9750847,,,,
00:59.1,59.1,12.044099,0.49633,0.033,0.05,0.002,1.586,35.859375,0.013797711,0.16534972,5.9778477,,,,
00:59.1,59.12,11.982088,0.700078,0.033,0.048,0.004,1.59,35.859375,0.0138016,0.16539632,8.3883962,,,,
00:59.1,59.14,11.941697,1.024376,0.033,0.05,0.004,1.589,35.859375,0.013807291,0.16546428,12.232788,,,,
00:59.2,59.16,11.942947,1.034242,0.034,0.046,0.005,1.588,35.859375,0.013813037,0.16553291,12.351897,,,,
00:59.2,59.18,11.944802,1.054135,0.034,0.048,0.005,1.59,35.859375,0.013818893,0.16560286,12.591434,,,,
00:59.2,59.2,11.946599,1.054707,0.033,0.046,0.003,1.588,35.859375,0.013824752,0.16567286,12.600162,,,,
00:59.2,59.22,11.948826,0.943584,0.03,0.046,0.003,1.588,35.859375,0.013829995,0.1657355,11.274721,,,,
00:59.2,59.24,11.951658,0.946288,0.034,0.046,0.003,1.59,35.859375,0.013835252,0.16579833,11.309711,,,,
00:59.3,59.26,11.953943,0.94595,0.035,0.046,0.004,1.589,35.859375,0.013840507,0.16586115,11.307832,,,,
00:59.3,59.28,11.955818,0.94595,0.033,0.046,0.003,1.59,35.859375,0.013845762,0.16592398,11.309606,,,,
00:59.3,59.3,11.957322,0.946908,0.033,0.048,0.003,1.589,35.859375,0.013851023,0.16598688,11.322484,,,,
00:59.3,59.32,11.958884,0.940659,0.033,0.046,0.005,1.589,35.859375,0.013856249,0.16604938,11.249232,,,,
00:59.3,59.34,12.018338,0.651512,0.032,0.047,0.002,1.586,35.859375,0.013859868,0.16609288,7.8300914,,,,
00:59.4,59.36,12.043045,0.467384,0.033,0.047,0.002,1.587,35.859375,0.013862465,0.16612415,5.6287265,,,,
00:59.4,59.38,11.991814,0.675634,0.032,0.048,0.003,1.587,35.859375,0.013866218,0.16616916,8.1020773,,,,
00:59.4,59.4,11.97863,0.854073,0.033,0.051,0.003,1.588,35.859375,0.013870963,0.166226,10.230624,,,,
00:59.4,59.42,11.978416,0.907371,0.033,0.05,0.004,1.589,35.859375,0.013876004,0.16628638,10.868867,,,,
00:59.4,59.44,11.977517,0.973943,0.033,0.045,0.004,1.589,35.859375,0.013881415,0.16635119,11.665419,,,,
00:59.5,59.46,11.97742,0.949906,0.033,0.047,0.003,1.59,35.859375,0.013886692,0.1664144,11.377423,,,,
00:59.5,59.48,11.977986,0.83074,0.033,0.045,0.003,1.588,35.859375,0.013891307,0.16646968,9.9505921,,,,
00:59.5,59.5,11.978689,0.834828,0.033,0.045,0.004,1.59,35.859375,0.013895945,0.16652523,10.000145,,,,
00:59.5,59.52,11.979119,0.917426,0.035,0.047,0.004,1.59,35.859375,0.013901042,0.16658629,10.989955,,,,
00:59.5,59.54,11.978552,1.023463,0.031,0.047,0.004,1.59,35.859375,0.013906728,0.1666544,12.259605,,,,
00:59.6,59.56,11.977927,0.984884,0.03,0.046,0.003,1.59,35.859375,0.0139122,0.16671994,11.796869,,,,
00:59.6,59.58,11.97822,0.915535,0.033,0.048,0.004,1.588,35.859375,0.013917286,0.16678086,10.96648,,,,
00:59.6,59.6,11.979099,0.885997,0.03,0.048,0.004,1.59,35.859375,0.013922208,0.16683982,10.613446,,,,
00:59.6,59.62,11.979744,0.895562,0.031,0.048,0.003,1.589,35.867188,0.013927184,0.16689943,10.728603,,,,
00:59.6,59.64,11.979861,0.919539,0.032,0.048,0.003,1.589,35.867188,0.013932292,0.16696063,11.015949,,,,
00:59.7,59.66,11.979685,0.937794,0.033,0.048,0.004,1.589,35.867188,0.013937502,0.16702304,11.234477,,,,
00:59.7,59.68,11.979295,0.926552,0.033,0.046,0.003,1.589,35.867188,0.01394265,0.16708471,11.09944,,,,
00:59.7,59.7,12.014392,0.673397,0.034,0.047,0.004,1.588,35.867188,0.013946391,0.16712965,8.0904555,,,,
00:59.7,59.72,11.971853,1.057543,0.034,0.047,0.005,1.588,35.867188,0.013952266,0.16719999,12.660749,,,,
00:59.7,59.74,11.971013,1.05727,0.033,0.046,0.003,1.589,35.867188,0.01395814,0.1672703,12.656593,,,,
00:59.8,59.76,11.971072,1.001449,0.031,0.047,0.003,1.587,35.867188,0.013963703,0.16733691,11.988418,,,,
00:59.8,59.78,12.001873,0.879109,0.032,0.047,0.001,1.588,35.867188,0.013968587,0.16739552,10.550955,,,,
00:59.8,59.8,12.070662,0.506937,0.033,0.049,0.002,1.587,35.867188,0.013971403,0.16742952,6.1190652,,,,
00:59.8,59.82,12.067478,0.506394,0.032,0.05,0.003,1.587,35.867188,0.013974217,0.16746347,6.1108985,,,,
00:59.8,59.84,12.06365,0.505927,0.033,0.048,0.003,1.587,35.859375,0.013977027,0.16749737,6.1033263,,,,
00:59.9,59.86,12.059822,0.50571,0.032,0.047,0.003,1.587,35.859375,0.013979837,0.16753126,6.0987726,,,,
00:59.9,59.88,12.056306,0.505504,0.032,0.045,0.002,1.585,35.859375,0.013982645,0.16756512,6.0945109,,,,
00:59.9,59.9,12.053005,0.55774,0.03,0.043,0.004,1.59,35.859375,0.013985744,0.16760246,6.722443,,,,
00:59.9,59.92,11.923338,1.028472,0.032,0.047,0.003,1.589,35.859375,0.013991458,0.16767059,12.262819,,,,
00:59.9,59.94,11.925545,1.039924,0.033,0.048,0.004,1.589,35.859375,0.013997235,0.16773949,12.40166,,,,
01:00.0,59.96,11.929021,0.984767,0.033,0.048,0.003,1.589,35.859375,0.014002706,0.16780475,11.747306,,,,
01:00.0,59.98,11.932615,0.989941,0.033,0.05,0.004,1.589,35.859375,0.014008206,0.16787038,11.812585,,,,
01:00.0,60,11.935916,0.986147,0.033,0.047,0.003,1.589,35.859375,0.014013684,0.16793577,11.770568,,,,
01:00.0,60.02,11.939177,0.958243,0.032,0.048,0.003,1.589,35.859375,0.014019008,0.16799933,11.440633,,,,
01:00.0,60.04,11.942263,0.958335,0.033,0.046,0.003,1.589,35.859375,0.014024332,0.16806291,11.444689,,,,
01:00.1,60.06,11.944998,0.958086,0.033,0.044,0.003,1.589,35.867188,0.014029655,0.16812649,11.444335,,,,
01:00.1,60.08,11.947556,0.957993,0.035,0.049,0.005,1.589,35.867188,0.014034977,0.16819007,11.445675,,,,
01:00.1,60.1,11.949978,0.939416,0.032,0.046,0.003,1.589,35.867188,0.014040196,0.16825244,11.226001,,,,
01:00.1,60.12,12.002224,0.740347,0.033,0.044,0.003,1.588,35.867188,0.014044309,0.16830181,8.8858105,,,,
01:00.1,60.14,12.01406,0.676499,0.032,0.045,0.003,1.589,35.867188,0.014048067,0.16834696,8.1274996,,,,
01:00.2,60.16,12.014763,0.493812,0.033,0.047,0.003,1.585,35.867188,0.01405081,0.16837992,5.9330341,,,,
01:00.2,60.18,12.01533,0.50944,0.031,0.048,0.003,1.59,35.867188,0.014053641,0.16841393,6.1210897,,,,
01:00.2,60.2,12.012927,0.807414,0.029,0.045,0.004,1.589,35.867188,0.014058126,0.16846781,9.6994054,,,,
01:00.2,60.22,12.010291,0.799794,0.032,0.05,0.003,1.589,35.867188,0.01406257,0.16852118,9.6057587,,,,
01:00.2,60.24,12.008123,0.897919,0.031,0.049,0.003,1.588,35.867188,0.014067558,0.16858108,10.782322,,,,
01:00.3,60.26,12.005701,0.932471,0.033,0.049,0.003,1.587,35.867188,0.014072738,0.16864327,11.194968,,,,
01:00.3,60.28,12.003377,0.963047,0.033,0.047,0.004,1.588,35.867188,0.014078089,0.1687075,11.559816,,,,
01:00.3,60.3,12.001189,0.96153,0.032,0.045,0.003,1.589,35.867188,0.014083431,0.1687716,11.539503,,,,
01:00.3,60.32,11.999763,0.956939,0.033,0.045,0.005,1.587,35.867188,0.014088747,0.1688354,11.483041,,,,
01:00.3,60.34,11.998709,0.890576,0.033,0.045,0.003,1.589,35.867188,0.014093695,0.16889476,10.685762,,,,
01:00.4,60.36,11.997947,0.862169,0.033,0.045,0.003,1.589,35.867188,0.014098484,0.16895223,10.344258,,,,
01:00.4,60.38,11.997244,0.866281,0.032,0.048,0.005,1.589,35.867188,0.014103297,0.16900997,10.392985,,,,
01:00.4,60.4,11.995857,0.963296,0.033,0.048,0.004,1.589,35.867188,0.014108649,0.16907417,11.555561,,,,
01:00.4,60.42,11.994041,1.007843,0.033,0.048,0.003,1.59,35.867188,0.014114248,0.16914132,12.08811,,,,
01:00.4,60.44,11.992517,1.008495,0.033,0.048,0.003,1.589,35.867188,0.014119851,0.16920852,12.094393,,,,
01:00.5,60.46,11.991209,0.975247,0.033,0.049,0.004,1.589,35.867188,0.014125269,0.16927348,11.694391,,,,
01:00.5,60.48,11.990037,0.992617,0.032,0.049,0.004,1.589,35.867188,0.014130783,0.1693396,11.901515,,,,
01:00.5,60.5,11.989763,0.783216,0.031,0.045,0.003,1.588,35.867188,0.014135134,0.16939177,9.3905742,,,,
01:00.5,60.52,11.98988,1.045283,0.033,0.049,0.004,1.588,35.867188,0.014140941,0.1694614,12.532818,,,,
01:00.5,60.54,11.987615,1.045895,0.031,0.044,0.005,1.589,35.867188,0.014146752,0.16953105,12.537787,,,,
01:00.6,60.56,11.986267,1.026251,0.033,0.047,0.004,1.589,35.867188,0.014152453,0.16959939,12.300918,,,,
01:00.6,60.58,11.985916,0.947447,0.033,0.046,0.003,1.589,35.867188,0.014157717,0.16966248,11.35602,,,,
01:00.6,60.6,12.04492,0.547061,0.033,0.045,0.002,1.587,35.875,0.014160756,0.16969909,6.589306,,,,
01:00.6,60.62,12.057634,0.501984,0.033,0.045,0.003,1.588,35.875,0.014163545,0.16973272,6.0527393,,,,
01:00.6,60.64,12.054607,0.501473,0.033,0.045,0.002,1.587,35.875,0.014166331,0.1697663,6.0450599,,,,
01:00.7,60.66,12.051541,0.501099,0.032,0.046,0.002,1.588,35.875,0.014169115,0.16979985,6.0390151,,,,
01:00.7,60.68,12.048591,0.500789,0.033,0.045,0.002,1.588,35.875,0.014171897,0.16983337,6.0338018,,,,
01:00.7,60.7,12.045838,0.500624,0.032,0.046,0.003,1.587,35.875,0.014174678,0.16986687,6.0304356,,,,
01:00.7,60.72,11.963728,0.827163,0.033,0.048,0.004,1.589,35.875,0.014179274,0.16992185,9.8959531,,,,
01:00.7,60.74,11.911931,1.067591,0.033,0.045,0.005,1.589,35.875,0.014185205,0.1699925,12.71707,,,,
01:00.8,60.76,11.915291,1.084776,0.033,0.046,0.004,1.588,35.875,0.014191231,0.17006431,12.925422,,,,
01:00.8,60.78,11.919002,1.089121,0.032,0.047,0.004,1.589,35.875,0.014197282,0.17013643,12.981235,,,,
01:00.8,60.8,11.98908,0.948819,0.033,0.044,0.003,1.588,35.875,0.014202553,0.17019962,11.375467,,,,
01:00.8,60.82,12.032009,0.907271,0.033,0.051,0.004,1.588,35.875,0.014207593,0.17026027,10.916293,,,,
01:00.8,60.84,12.028103,0.938426,0.031,0.047,0.004,1.588,35.875,0.014212807,0.17032298,11.287485,,,,
01:00.9,60.86,12.024314,0.938257,0.032,0.044,0.003,1.589,35.875,0.014218019,0.17038566,11.281897,,,,
01:00.9,60.88,12.020701,0.9686,0.033,0.049,0.005,1.588,35.875,0.014223401,0.17045034,11.643251,,,,
01:00.9,60.9,12.017263,0.966194,0.033,0.048,0.003,1.59,35.875,0.014228768,0.17051485,11.611007,,,,
01:00.9,60.92,12.015427,0.718173,0.032,0.048,0.002,1.588,35.875,0.014232758,0.17056279,8.6291553,,,,
01:00.9,60.94,12.016951,0.454404,0.032,0.047,0.003,1.587,35.875,0.014235283,0.17059312,5.4605506,,,,
01:01.0,60.96,12.016853,0.652257,0.032,0.048,0.003,1.589,35.875,0.014238906,0.17063667,7.8380765,,,,
01:01.0,60.98,12.01367,0.808746,0.033,0.049,0.004,1.588,35.875,0.014243399,0.17069064,9.7160076,,,,
01:01.0,61,12.011228,0.823332,0.033,0.047,0.003,1.589,35.875,0.014247973,0.17074558,9.8892284,,,,
01:01.0,61.02,12.008591,0.913861,0.033,0.048,0.004,1.589,35.882813,0.01425305,0.17080655,10.974183,,,,
01:01.0,61.04,12.006091,0.945946,0.032,0.048,0.005,1.589,35.882813,0.014258306,0.17086965,11.357114,,,,
01:01.1,61.06,12.003533,0.972422,0.034,0.048,0.004,1.589,35.882813,0.014263708,0.17093449,11.6725,,,,
01:01.1,61.08,12.001736,0.936547,0.033,0.05,0.003,1.589,35.882813,0.014268911,0.17099694,11.24019,,,,
01:01.1,61.1,12.000271,0.930745,0.032,0.048,0.003,1.589,35.882813,0.014274082,0.17105899,11.169192,,,,
01:01.1,61.12,11.999216,0.844742,0.033,0.05,0.003,1.589,35.882813,0.014278775,0.1711153,10.136242,,,,
01:01.1,61.14,11.998416,0.849599,0.031,0.048,0.003,1.59,35.882813,0.014283495,0.17117194,10.193842,,,,
01:01.2,61.16,11.997361,0.863513,0.029,0.047,0.003,1.589,35.882813,0.014288292,0.17122949,10.359877,,,,
01:01.2,61.18,11.995681,0.980989,0.033,0.05,0.003,1.589,35.882813,0.014293742,0.17129487,11.767631,,,,
01:01.2,61.2,11.993904,0.980928,0.033,0.049,0.005,1.589,35.882813,0.014299192,0.17136023,11.765156,,,,
01:01.2,61.22,11.992283,0.955153,0.031,0.046,0.004,1.588,35.882813,0.014304498,0.17142386,11.454465,,,,
01:01.2,61.24,11.991482,0.920227,0.033,0.047,0.003,1.588,35.875,0.01430961,0.17148517,11.034886,,,,
01:01.3,61.26,11.990369,0.938627,0.033,0.049,0.003,1.588,35.875,0.014314825,0.17154769,11.254484,,,,
01:01.3,61.28,11.990173,0.779639,0.036,0.051,0.003,1.586,35.875,0.014319156,0.17159963,9.3480065,,,,
01:01.3,61.3,11.989002,0.937863,0.032,0.046,0.004,1.589,35.875,0.014324367,0.17166209,11.244041,,,,
01:01.3,61.32,11.987029,1.025636,0.033,0.045,0.004,1.589,35.875,0.014330065,0.1717304,12.294328,,,,
01:01.3,61.34,11.98574,1.02636,0.031,0.048,0.004,1.589,35.875,0.014335767,0.17179874,12.301684,,,,
01:01.4,61.36,11.98533,0.964415,0.033,0.048,0.004,1.59,35.875,0.014341125,0.17186295,11.558832,,,,
01:01.4,61.38,12.048572,0.501054,0.032,0.046,0.003,1.589,35.875,0.014343908,0.17189649,6.0369852,,,,
01:01.4,61.4,12.053943,0.489221,0.033,0.047,0.003,1.588,35.875,0.014346626,0.17192925,5.897042,,,,
01:01.4,61.42,12.051248,0.489724,0.031,0.045,0.002,1.589,35.875,0.014349347,0.17196204,5.9017854,,,,
01:01.4,61.44,12.048357,0.508176,0.033,0.048,0.002,1.587,35.875,0.01435217,0.17199606,6.1226859,,,,
01:01.5,61.46,12.045759,0.496274,0.032,0.048,0.003,1.588,35.882813,0.014354927,0.17202927,5.977997,,,,
01:01.5,61.48,12.043318,0.496218,0.033,0.047,0.002,1.586,35.882813,0.014357684,0.17206247,5.9761112,,,,
01:01.5,61.5,11.989724,0.650434,0.033,0.048,0.004,1.588,35.882813,0.014361297,0.17210579,7.7985241,,,,
01:01.5,61.52,11.913318,1.034359,0.033,0.048,0.004,1.59,35.882813,0.014367044,0.17217425,12.322648,,,,
01:01.5,61.54,11.916658,1.044237,0.032,0.048,0.004,1.589,35.882813,0.014372845,0.17224339,12.443815,,,,
01:01.6,61.56,11.920486,1.044342,0.032,0.047,0.004,1.589,35.882813,0.014378647,0.17231255,12.449064,,,,
01:01.6,61.58,11.924158,1.056151,0.033,0.05,0.004,1.589,35.882813,0.014384515,0.17238251,12.593711,,,,
01:01.6,61.6,11.97156,0.970692,0.032,0.048,0.004,1.589,35.882813,0.014389907,0.17244707,11.620698,,,,
01:01.6,61.62,11.990154,0.975468,0.033,0.048,0.004,1.588,35.882813,0.014395327,0.17251205,11.696012,,,,
01:01.6,61.64,11.98908,0.993072,0.032,0.048,0.004,1.59,35.882813,0.014400844,0.17257819,11.90602,,,,
01:01.7,61.66,11.988064,0.992875,0.031,0.044,0.004,1.587,35.882813,0.01440636,0.17264432,11.902649,,,,
01:01.7,61.68,11.987302,0.944067,0.033,0.048,0.003,1.588,35.882813,0.014411604,0.17270719,11.316816,,,,
01:01.7,61.7,11.98822,0.711908,0.032,0.047,0.002,1.588,35.882813,0.014415559,0.17275461,8.5345097,,,,
01:01.7,61.72,11.991091,0.556972,0.033,0.047,0.001,1.588,35.882813,0.014418654,0.17279171,6.6787019,,,,
01:01.7,61.74,11.993689,0.459707,0.033,0.047,0.002,1.587,35.882813,0.014421208,0.17282234,5.5135828,,,,
01:01.8,61.76,11.995134,0.589777,0.032,0.044,0.003,1.588,35.882813,0.014424484,0.17286164,7.0744541,,,,
01:01.8,61.78,11.99367,0.832361,0.033,0.045,0.003,1.588,35.882813,0.014429108,0.1729171,9.9830632,,,,
01:01.8,61.8,11.992322,0.877254,0.033,0.045,0.004,1.589,35.882813,0.014433982,0.17297555,10.520312,,,,
01:01.8,61.82,11.990564,0.928186,0.032,0.046,0.003,1.587,35.882813,0.014439139,0.17303738,11.129474,,,,
01:01.8,61.84,11.989529,0.955684,0.032,0.044,0.004,1.589,35.882813,0.014444448,0.17310104,11.458201,,,,
01:01.9,61.86,11.988357,0.96765,0.03,0.045,0.004,1.59,35.882813,0.014449824,0.17316548,11.600534,,,,
01:01.9,61.88,11.988298,0.872888,0.034,0.048,0.003,1.589,35.882813,0.014454673,0.17322362,10.464441,,,,
