ElapsedTime,Unix,VBUS,IBUS,DP,DM,CC1,CC2,TEMP,CHARGE,ENERGY,PWR
0:00:00.000, 0.000,12.019314,0.589467,0.038,0.055,0.003,1.587,35.125,3.2748167e-06,3.9361044e-05,7.084989
0:00:00.020, 0.020,12.005662,0.772867,0.022,0.04,0.005,1.59,35.125,7.5685222e-06,9.0909817e-05,9.27878
0:00:00.040, 0.040,11.974021,0.599329,0.033,0.045,0.002,1.589,35.125,1.0898128e-05,0.00013077858,7.176378
0:00:00.060, 0.060,12.021072,0.810609,0.032,0.051,0.002,1.589,35.125,1.5401511e-05,0.00018491408,9.7443892
0:00:00.080, 0.080,12.019255,0.619339,0.037,0.05,0.002,1.588,35.125,1.8842283e-05,0.00022626959,7.4439934
0:00:00.100, 0.100,12.005838,0.771342,0.026,0.042,0.004,1.588,35.125,2.3127517e-05,0.00027771741,9.2606071
0:00:00.120, 0.120,12.005662,0.6385,0.033,0.044,0.003,1.589,35.125,2.6674739e-05,0.00032030416,7.6656152
0:00:00.140, 0.140,12.018572,0.657129,0.028,0.043,0.004,1.588,35.117188,3.0325456e-05,0.00036418056,7.8977522
0:00:00.160, 0.160,11.998767,0.666987,0.028,0.044,0.003,1.59,35.117188,3.4030939e-05,0.00040864179,8.0030216
0:00:00.180, 0.180,11.987576,0.732191,0.033,0.048,0.002,1.587,35.117188,3.8098667e-05,0.00045740398,8.7771953
0:00:00.200, 0.200,11.97992,0.670786,0.035,0.047,0.003,1.588,35.117188,4.1825256e-05,0.00050204822,8.0359626
0:00:00.220, 0.220,12.019158,0.728397,0.029,0.044,0.005,1.59,35.117188,4.5871906e-05,0.00055068554,8.7547186
0:00:00.240, 0.240,12.017263,0.624771,0.032,0.047,0.003,1.587,35.117188,4.9342856e-05,0.00059239686,7.5080374
0:00:00.260, 0.260,12.016326,0.755847,0.034,0.047,0.003,1.587,35.117188,5.3542006e-05,0.00064285521,9.082504
0:00:00.280, 0.280,12.015505,0.701068,0.033,0.048,0.003,1.588,35.117188,5.7436828e-05,0.00068965346,8.4236861
0:00:00.300, 0.300,11.999588,0.652309,0.033,0.046,0.003,1.589,35.117188,6.1060767e-05,0.00073313923,7.8274392
0:00:00.320, 0.320,12.0124,0.686804,0.035,0.053,0.003,1.588,35.117188,6.4876344e-05,0.00077897348,8.2501644
0:00:00.340, 0.340,11.977205,0.638222,0.039,0.05,0.003,1.588,35.117188,6.8422022e-05,0.00082144078,7.6441157
0:00:00.360, 0.360,11.998748,0.663942,0.036,0.05,0.002,1.589,35.117188,7.2110589e-05,0.00086569896,7.9664727
0:00:00.380, 0.380,11.987966,0.710902,0.032,0.045,0.001,1.589,35.117188,7.6060044e-05,0.0009130449,8.522269
0:00:00.400, 0.400,11.993963,0.640343,0.033,0.048,0.001,1.588,35.117188,7.9617506e-05,0.00095571296,7.6802502
0:00:00.420, 0.420,11.995173,0.768449,0.039,0.054,0.003,1.587,35.117188,8.3886667e-05,0.0010069223,9.2176787
0:00:00.440, 0.440,11.994451,0.606531,0.026,0.043,0.004,1.59,35.117188,8.7256283e-05,0.001047339,7.2750064
0:00:00.460, 0.460,11.995545,0.803045,0.033,0.047,0.003,1.588,35.117188,9.1717644e-05,0.0011008554,9.6329624
0:00:00.480, 0.480,11.995115,0.562106,0.033,0.049,0.002,1.588,35.117188,9.4840456e-05,0.0011383139,6.7425261
0:00:00.500, 0.500,11.995877,0.864515,0.036,0.049,0.003,1.588,35.117188,9.9643317e-05,0.0011959284,10.370616
0:00:00.520, 0.520,11.995642,0.626071,0.033,0.049,0.005,1.59,35.117188,0.00010312149,0.0012376513,7.5101236
0:00:00.540, 0.540,11.997009,0.74077,0.02,0.047,0.003,1.589,35.117188,0.00010723688,0.0012870237,8.8870244
0:00:00.560, 0.560,11.996287,0.73187,0.035,0.051,0.003,1.588,35.109375,0.00011130282,0.0013357999,8.7797226
0:00:00.580, 0.580,11.997439,0.780524,0.041,0.056,0.002,1.588,35.109375,0.00011563907,0.0013878238,9.3642891
0:00:00.600, 0.600,11.99822,0.695278,0.033,0.049,0.003,1.587,35.109375,0.00011950172,0.0014341688,8.3420984
0:00:00.620, 0.620,11.997966,0.684253,0.042,0.059,0.003,1.589,35.109375,0.00012330313,0.0014797779,8.2096442
0:00:00.640, 0.640,11.998904,0.73669,0.033,0.046,0.002,1.588,35.109375,0.00012739585,0.0015288861,8.8394726
0:00:00.660, 0.660,11.997947,0.550196,0.031,0.047,0.003,1.588,35.109375,0.00013045249,0.0015655595,6.6012224
0:00:00.680, 0.680,11.998533,0.8227,0.035,0.047,0.003,1.588,35.109375,0.00013502305,0.0016203995,9.8711931
0:00:00.700, 0.700,11.974451,0.552397,0.04,0.055,0.003,1.589,35.109375,0.00013809192,0.0016571475,6.6146508
0:00:00.720, 0.720,11.993982,0.785598,0.027,0.042,0.003,1.589,35.109375,0.00014245636,0.0017094945,9.4224483
0:00:00.740, 0.740,11.994138,0.671993,0.037,0.05,0.002,1.587,35.109375,0.00014618965,0.0017542721,8.0599768
0:00:00.760, 0.760,11.995134,0.744291,0.036,0.048,0.003,1.589,35.109375,0.0001503246,0.0018038714,8.9278703
0:00:00.780, 0.780,11.994568,0.609368,0.032,0.047,0.002,1.589,35.117188,0.00015370998,0.0018444775,7.3091059
0:00:00.800, 0.800,11.996502,0.756318,0.033,0.045,0.002,1.59,35.117188,0.00015791174,0.001894884,9.0731704
0:00:00.820, 0.820,11.995525,0.596408,0.04,0.054,0.003,1.588,35.117188,0.00016122512,0.0019346297,7.1542271
0:00:00.840, 0.840,11.997029,0.786218,0.016,0.033,0.005,1.591,35.117188,0.000165593,0.0019870313,9.4322801
0:00:00.860, 0.860,11.996287,0.554561,0.033,0.05,0.003,1.588,35.117188,0.00016867389,0.0020239906,6.6526729
0:00:00.880, 0.880,11.996873,0.810291,0.032,0.047,0.003,1.589,35.117188,0.00017317551,0.0020779959,9.7209582
0:00:00.900, 0.900,11.968904,0.554429,0.037,0.052,0.003,1.588,35.117188,0.00017625567,0.002114862,6.6359075
0:00:00.920, 0.920,11.995759,0.805628,0.031,0.045,0.004,1.59,35.117188,0.00018073138,0.0021685516,9.6641193
0:00:00.940, 0.940,11.995564,0.611609,0.032,0.047,0.002,1.587,35.117188,0.00018412921,0.0022093105,7.3365949
0:00:00.960, 0.960,11.995935,0.743438,0.046,0.058,0.003,1.588,35.117188,0.00018825942,0.0022588562,8.9182339
0:00:00.980, 0.980,11.995838,0.672403,0.036,0.051,0.003,1.588,35.117188,0.00019199499,0.0023036675,8.0660375
0:00:01.000, 1.000,11.996775,0.761496,0.032,0.047,0.003,1.586,35.109375,0.00019622553,0.0023544203,9.1354962
0:00:01.020, 1.020,11.996521,0.643694,0.033,0.049,0.002,1.588,35.109375,0.00019980161,0.0023973208,7.7220886
0:00:01.040, 1.040,11.99783,0.751445,0.031,0.044,0.004,1.59,35.109375,0.0002039763,0.002447408,9.0157094
0:00:01.060, 1.060,11.996814,0.5646,0.033,0.047,0.003,1.587,35.109375,0.00020711297,0.002485038,6.7734012
0:00:01.080, 1.080,11.997361,0.811044,0.031,0.048,0.003,1.588,35.109375,0.00021161877,0.0025390957,9.7303877
0:00:01.100, 1.100,11.974099,0.541983,0.036,0.051,0.002,1.586,35.109375,0.00021462978,0.00257515,6.4897581
0:00:01.120, 1.120,11.994119,0.836614,0.032,0.047,0.004,1.589,35.109375,0.00021927764,0.0026308969,10.034448
0:00:01.140, 1.140,11.994158,0.636311,0.033,0.05,0.003,1.588,35.109375,0.0002228127,0.002673297,7.6320147
0:00:01.160, 1.160,11.995213,0.742939,0.04,0.054,0.003,1.588,35.109375,0.00022694014,0.0027228065,8.9117116
0:00:01.180, 1.180,11.994568,0.667386,0.04,0.054,0.003,1.586,35.109375,0.00023064784,0.0027672787,8.0050068
0:00:01.200, 1.200,11.996267,0.717614,0.033,0.047,0.003,1.587,35.117188,0.00023463458,0.0028151048,8.6086891
0:00:01.220, 1.220,11.995037,0.613927,0.036,0.048,0.002,1.588,35.117188,0.00023804529,0.0028560163,7.3640771
0:00:01.240, 1.240,11.996287,0.786596,0.03,0.048,0.004,1.589,35.117188,0.00024241527,0.0029084398,9.4362314
0:00:01.260, 1.260,11.995505,0.587495,0.033,0.047,0.002,1.589,35.117188,0.00024567913,0.0029475915,7.0472992
0:00:01.280, 1.280,11.996267,0.834422,0.032,0.049,0.002,1.589,35.117188,0.00025031481,0.0030032023,10.009949
0:00:01.300, 1.300,11.996072,0.603196,0.033,0.046,0.002,1.588,35.117188,0.00025366589,0.0030434022,7.2359826
0:00:01.320, 1.320,11.997185,0.795416,0.032,0.051,0.004,1.589,35.117188,0.00025808487,0.0030964175,9.5427529
0:00:01.340, 1.340,11.997107,0.638484,0.022,0.033,0.002,1.587,35.117188,0.00026163201,0.0031389728,7.6599609
0:00:01.360, 1.360,11.998689,0.701133,0.035,0.051,0.002,1.588,35.117188,0.00026552719,0.0031857099,8.4126768
0:00:01.380, 1.380,11.995838,0.624501,0.043,0.056,0.003,1.588,35.117188,0.00026899664,0.0032273289,7.4914128
0:00:01.400, 1.400,11.991931,0.708641,0.033,0.048,0.003,1.586,35.117188,0.00027293353,0.0032745398,8.497974
0:00:01.420, 1.420,11.993338,0.617713,0.033,0.046,0.003,1.587,35.117188,0.00027636527,0.0033156978,7.4084408
0:00:01.440, 1.440,11.976189,0.766119,0.044,0.056,0.001,1.587,35.117188,0.00028062149,0.0033666711,9.1751859
0:00:01.460, 1.460,11.992127,0.573203,0.015,0.034,0.004,1.588,35.117188,0.00028380595,0.0034048595,6.8739232
0:00:01.480, 1.480,11.992966,0.780484,0.033,0.047,0.003,1.589,35.117188,0.00028814197,0.0034568613,9.3603181
0:00:01.500, 1.500,11.992634,0.581424,0.03,0.048,0.002,1.589,35.117188,0.00029137211,0.0034955991,6.9728052
0:00:01.520, 1.520,11.993709,0.781872,0.036,0.051,0.003,1.589,35.117188,0.00029571584,0.0035476966,9.3775452
0:00:01.540, 1.540,11.993767,0.662143,0.029,0.045,0.003,1.589,35.117188,0.00029939441,0.0035918165,7.9415889
0:00:01.560, 1.560,11.952947,0.593897,0.04,0.054,0.003,1.587,35.117188,0.00030269384,0.0036312544,7.0988194
0:00:01.580, 1.580,11.995388,0.694775,0.038,0.058,0.003,1.586,35.117188,0.0003065537,0.0036775549,8.3340957
0:00:01.600, 1.600,12.018845,0.707562,0.033,0.046,0.002,1.588,35.117188,0.0003104846,0.0037247998,8.504078
0:00:01.620, 1.620,12.017146,0.708757,0.033,0.048,0.002,1.586,35.117188,0.00031442214,0.0037721178,8.5172363
0:00:01.640, 1.640,12.015935,0.717843,0.037,0.051,0.003,1.585,35.109375,0.00031841016,0.0038200375,8.6255548
0:00:01.660, 1.660,12.014627,0.678266,0.022,0.038,0.004,1.589,35.109375,0.0003221783,0.0038653104,8.149113
0:00:01.680, 1.680,12.013728,0.754117,0.033,0.046,0.002,1.587,35.109375,0.00032636784,0.0039156423,9.0597565
0:00:01.700, 1.700,12.012576,0.657206,0.031,0.048,0.003,1.587,35.109375,0.00033001898,0.003959502,7.894737
0:00:01.720, 1.720,11.991072,0.709792,0.041,0.056,0.003,1.587,35.109375,0.00033396227,0.0040067863,8.511167
0:00:01.740, 1.740,12.020564,0.680865,0.03,0.043,0.003,1.588,35.109375,0.00033774486,0.004052255,8.1843813
0:00:01.760, 1.760,11.967009,0.626264,0.032,0.049,0.002,1.588,35.109375,0.0003412241,0.0040938912,7.4945069
0:00:01.780, 1.780,12.004998,0.705168,0.026,0.042,0.004,1.59,35.109375,0.0003451417,0.004140922,8.4655404
0:00:01.800, 1.800,11.986306,0.704991,0.016,0.035,0.003,1.589,35.109375,0.00034905832,0.0041878677,8.4502379
0:00:01.820, 1.820,11.994158,0.725548,0.033,0.045,0.002,1.589,35.109375,0.00035308914,0.004236214,8.7023373
0:00:01.840, 1.840,12.01867,0.669023,0.037,0.051,0.003,1.589,35.109375,0.00035680593,0.004280885,8.0407667
0:00:01.860, 1.860,12.018142,0.73162,0.018,0.033,0.004,1.589,35.117188,0.00036087049,0.0043297334,8.7927131
0:00:01.880, 1.880,11.993963,0.625205,0.033,0.048,0.003,1.588,35.117188,0.00036434385,0.0043713927,7.4986856
0:00:01.900, 1.900,12.021072,0.783405,0.032,0.044,0.003,1.589,35.117188,0.0003686961,0.0044237114,9.4173679
0:00:01.920, 1.920,11.942361,0.550662,0.041,0.057,0.003,1.588,35.117188,0.00037175533,0.0044602459,6.5762044
0:00:01.940, 1.940,12.019959,0.783634,0.03,0.044,0.003,1.589,35.117188,0.00037610886,0.0045125751,9.4192486
0:00:01.960, 1.960,11.973005,0.606375,0.035,0.048,0.002,1.589,35.117188,0.00037947761,0.0045529091,7.2601309
0:00:01.980, 1.980,12.008923,0.73844,0.025,0.038,0.005,1.589,35.117188,0.00038358005,0.004602175,8.8678691
